X,Y,CONDITION,INTERSECTION_ID,NOTES,STATUS,ESTIMATED_YEAR_OF_IMPROVEMENT,YEAR_INSPECTED,GIS_ID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SE_ANNO_CAD_DATA,GLOBALID,OBJECTID
-8565363.40873304,4704705.69618861,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_494,mquach,2016/08/04 23:21:28+00,ADA,2024/06/27 20:40:41+00,,{FC5ABCB6-D1AF-4801-8ABE-8DC72559F449},494
-8565221.24298178,4704818.66953549,Fair,,yes,1,2030,2016,ADA_BusStopPt_495,mquach,2016/08/04 23:30:53+00,ADA,2024/06/27 20:40:41+00,,{CAD82D70-21C9-4B85-A2B2-B477653B2CAC},495
-8565462.04217471,4707745.94128385,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_496,cbarreto,2016/08/04 23:42:17+00,ADA,2024/06/27 20:40:41+00,,{AAACADD1-138D-48DC-9F88-9D4D4808989A},496
-8565034.08514385,4705155.14471256,Fair,,yes,1,2030,2016,ADA_BusStopPt_497,mquach,2016/08/04 23:47:30+00,ADA,2024/06/27 20:40:41+00,,{A5B9B552-D212-4F5F-9F1E-7D5C94591B44},497
-8564301.42234299,4708998.12813795,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_498,mquach,2016/08/04 21:47:25+00,ADA,2024/06/27 20:40:41+00,,{CC72C44E-A3A5-431E-85FF-413E26E6EEBB},498
-8565982.58592576,4705382.70561986,Fair,,Yes,1,2030,2016,ADA_BusStopPt_499,mquach,2016/08/04 22:05:44+00,ADA,2024/06/27 20:40:41+00,,{8CDDDBA9-81B6-43FD-922A-943D117D7125},499
-8565839.75597525,4705225.82949273,Fair,,yes,1,2030,2016,ADA_BusStopPt_500,mquach,2016/08/04 22:09:37+00,ADA,2024/06/27 20:40:41+00,,{4D4ACCF8-6F98-41D6-A83C-4E2EFCC82CEC},500
-8574414.82192635,4709768.27531107,Fair,,yes,1,2030,2016,ADA_BusStopPt_501,cbarreto,2016/08/04 22:19:09+00,ADA,2024/06/27 20:40:41+00,,{1109B270-1840-41E5-8466-7938968E4465},501
-8575646.73597773,4713075.254178,Fair,,YES,1,2030,2016,ADA_BusStopPt_502,BYOHANNES,2016/08/04 22:31:17+00,ADA,2024/06/27 20:40:41+00,,{1009AD10-650C-41F7-8F29-050CBEDCDC94},502
-8565707.36768304,4705018.10879262,Fair,,yes,1,2030,2016,ADA_BusStopPt_503,mquach,2016/08/04 22:47:30+00,ADA,2024/06/27 20:40:41+00,,{28AD214B-59D6-4A6B-AC02-0BDD5C454977},503
-8565574.88551777,4704681.05419767,Fair,,yes,1,2030,2016,ADA_BusStopPt_504,mquach,2016/08/04 23:09:40+00,ADA,2024/06/27 20:40:41+00,,{A8A27ED2-D842-429B-AC18-DC9FD0E300E4},504
-8565390.60966758,4704708.90550939,Fair,,yes,1,2030,2016,ADA_BusStopPt_505,mquach,2016/08/04 23:20:33+00,ADA,2024/06/27 20:40:41+00,,{7A304FED-63B0-43A1-B1B6-C5E1F2717D95},505
-8565237.36455836,4704827.53255698,Fair,,yes,1,2030,2016,ADA_BusStopPt_506,mquach,2016/08/04 23:29:51+00,ADA,2024/06/27 20:40:41+00,,{37F333D9-B47D-47D8-B010-3DC5F9229CFE},506
-8571571.62273847,4696289.00444033,Fair,,yes,1,2030,2016,ADA_BusStopPt_507,cbarreto,2016/08/04 23:38:59+00,ADA,2024/06/27 20:40:41+00,,{04E0FD5A-D229-43BE-A0E4-3CD8A30701E6},507
-8571511.5953565,4696318.18417448,Fair,,yes,1,2030,2016,ADA_BusStopPt_508,cbarreto,2016/08/04 23:40:32+00,ADA,2024/06/27 20:40:41+00,,{1D9CF244-13CA-4760-B824-B3E3BD6B8459},508
-8565093.14358016,4705018.90327198,Fair,,yes,1,2030,2016,ADA_BusStopPt_509,mquach,2016/08/04 23:41:14+00,ADA,2024/06/27 20:40:41+00,,{9A214F43-6A80-4A81-824A-A12A44D7743D},509
-8565077.7116211,4705008.96718213,Fair,,yes,1,2030,2016,ADA_BusStopPt_510,mquach,2016/08/04 23:41:40+00,ADA,2024/06/27 20:40:41+00,,{A76D44AE-EB94-4919-869D-47046C5B4A5C},510
-8565477.06700296,4707752.14765143,Fair,,no,1,2030,2016,ADA_BusStopPt_511,cbarreto,2016/08/04 23:42:38+00,ADA,2024/06/27 20:40:41+00,,{62475F5C-C067-4698-B4AD-BAD330CBBA0A},511
-8564981.88402058,4705296.02325598,Fair,,yes,1,2030,2016,ADA_BusStopPt_512,mquach,2016/08/04 23:54:32+00,ADA,2024/06/27 20:40:41+00,,{11277271-71A1-4736-8E12-6DF9FE88D14E},512
-8575254.86047344,4713290.26400487,Fair,,YES,1,2030,2016,ADA_BusStopPt_513,byohannes,2016/08/05 15:42:31+00,ADA,2024/06/27 20:40:41+00,,{D0968A40-5AEC-4F66-A929-46C02BE5991C},513
-8575233.24024224,4713313.67521745,Good,,YES,1,2030,2016,ADA_BusStopPt_514,byohannes,2016/08/05 15:45:06+00,ADA,2024/06/27 20:40:41+00,,{588D84D0-331F-42A4-8723-9DA37A32BEEB},514
-8572967.31895292,4696524.11619428,Fair,,Yes,1,2030,2016,ADA_BusStopPt_515,jmohammad,2016/08/05 17:17:31+00,ADA,2024/06/27 20:40:41+00,,{EDE53A7D-98C7-493C-BB16-BA8E07DDB519},515
-8572982.44082709,4696651.75665949,Fair,,yes,1,2030,2016,ADA_BusStopPt_516,jmohammad,2016/08/05 17:29:20+00,ADA,2024/06/27 20:40:41+00,,{49A3077B-93B5-4180-8213-7017DA4A6A82},516
-8564997.28182126,4705328.73694669,Fair,,No,1,2030,2016,ADA_BusStopPt_517,mkeke,2016/08/05 17:33:41+00,ADA,2024/06/27 20:40:41+00,,{9F9BACE1-33B5-4D81-93DF-92D86EE68942},517
-8564992.08255874,4705454.62132536,Fair,,yes,1,2030,2016,ADA_BusStopPt_518,mkeke,2016/08/05 17:41:08+00,ADA,2024/06/27 20:40:41+00,,{15E64702-BB8C-46F5-9C99-A7A39794CE5C},518
-8571141.28661851,4696712.18700569,Good,,yes,1,2030,2016,ADA_BusStopPt_519,dwilkins,2016/08/05 18:22:24+00,ADA,2024/06/27 20:40:41+00,,{0B38D1E2-C548-4E3C-9ABB-A8FF705F1746},519
-8572373.64779484,4696677.85547552,Fair,,yes,1,2030,2016,ADA_BusStopPt_520,jmohammad,2016/08/05 18:45:32+00,ADA,2024/06/27 20:40:41+00,,{A192A56A-4546-4F9C-9035-2C690E18B8E8},520
-8572359.76687774,4696693.38149952,Good,,yes,1,2030,2016,ADA_BusStopPt_521,jmohammad,2016/08/05 18:47:20+00,ADA,2024/06/27 20:40:41+00,,{F65EEC8C-032C-4093-89CE-D31B5FA32A27},521
-8565079.27333942,4704963.95361545,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_522,mkeke,2016/08/05 18:51:54+00,ADA,2024/06/27 20:40:41+00,,{0C581036-89A6-4BD4-B448-DC387E3263D6},522
-8564652.43846194,4704966.74541749,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_523,mkeke,2016/08/05 19:01:25+00,ADA,2024/06/27 20:40:41+00,,{DD3C1A1D-3905-4799-91C8-8E78C43E9286},523
-8564446.77748286,4705325.40667594,Fair,,yes,1,2030,2016,ADA_BusStopPt_524,mkeke,2016/08/05 19:25:14+00,ADA,2024/06/27 20:40:41+00,,{2E479128-F5B7-445F-A0A6-F374F19BDC20},524
-8564478.74073759,4705357.42012868,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_525,mkeke,2016/08/05 19:28:37+00,ADA,2024/06/27 20:40:41+00,,{27974413-9B73-4B1E-81D6-8CDAD880B279},525
-8564558.3200195,4705649.92364059,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_526,mkeke,2016/08/05 19:39:13+00,ADA,2024/06/27 20:40:41+00,,{A099DE5A-D8B7-42A7-9176-FA4D0D500977},526
-8564600.0179507,4705722.03028351,Good,,yes,1,2030,2016,ADA_BusStopPt_527,mkeke,2016/08/05 19:40:34+00,ADA,2024/06/27 20:40:41+00,,{5F97D47F-7A73-44F9-9B24-C71AA408D429},527
-8564512.57077592,4705790.83924733,,,,5,2030,2016,ADA_BusStopPt_528,mkeke,2016/08/05 19:42:24+00,ADA,2024/06/27 20:40:41+00,,{800E09A1-C9D4-4358-8061-A0672BE91CFE},528
-8574631.48351527,4719321.60731426,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_529,pkhouri,2016/08/05 20:11:29+00,ADA,2024/06/27 20:40:41+00,,{B8D5DC56-B267-482C-99E1-CFD0F64FD286},529
-8569692.6420128,4698136.45188597,Good,,yes,1,2030,2016,ADA_BusStopPt_530,dwilkins,2016/08/05 22:42:38+00,ADA,2024/06/27 20:40:41+00,,{B9005919-5439-4D99-B726-D392B7152D3D},530
-8573011.70323029,4696748.84546891,Fair,,YES,1,2030,2016,ADA_BusStopPt_531,jmohammad,2016/08/05 17:40:28+00,ADA,2024/06/27 20:40:41+00,,{ECC7482D-39EC-4C34-85EB-A3795172FD59},531
-8564951.55152134,4705558.41980942,Fair,,yes,1,2030,2016,ADA_BusStopPt_532,mkeke,2016/08/05 17:44:09+00,ADA,2024/06/27 20:40:41+00,,{85F35E55-A2B4-469D-BAC0-862D197C0C5C},532
-8564816.59315288,4705789.75189961,Fair,,yes,1,2030,2016,ADA_BusStopPt_533,mkeke,2016/08/05 17:52:36+00,ADA,2024/06/27 20:40:41+00,,{4C4C4291-0ABE-4798-974F-D9932F1B209A},533
-8564784.41404057,4705783.76146055,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_534,mkeke,2016/08/05 17:53:02+00,ADA,2024/06/27 20:40:41+00,,{731478D4-4BB7-4142-965D-28EA276839A8},534
-8571181.65067273,4696645.23597931,Fair,,no,1,2030,2016,ADA_BusStopPt_535,dwilkins,2016/08/05 18:05:31+00,ADA,2024/06/27 20:40:41+00,,{D5DA9399-D14B-4197-BF70-6962467DFE73},535
-8564903.50681699,4704962.62414317,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_536,mkeke,2016/08/05 18:56:59+00,ADA,2024/06/27 20:40:41+00,,{5CBB980F-F6AB-463E-B6DD-9FD3EB970703},536
-8564398.44901787,4705026.0896578,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_537,mkeke,2016/08/05 19:05:52+00,ADA,2024/06/27 20:40:41+00,,{EA4F7DD6-F059-4232-94A7-96000F190448},537
-8564327.40969496,4705027.77684713,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_538,mkeke,2016/08/05 19:09:31+00,ADA,2024/06/27 20:40:41+00,,{C4FF835A-5E4B-40CF-9D36-5C45CD8825AC},538
-8564539.73846798,4705539.56543112,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_539,mkeke,2016/08/05 19:33:45+00,ADA,2024/06/27 20:40:41+00,,{FDBACD13-70F2-4698-A6B6-A532615D604E},539
-8564585.90584418,4705674.9636319,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_540,mkeke,2016/08/05 19:38:46+00,ADA,2024/06/27 20:40:41+00,,{BF29AAED-D416-4748-824D-E9EF17F77171},540
-8564604.14365171,4705813.1670553,Fair,,yes,1,2030,2016,ADA_BusStopPt_541,mkeke,2016/08/05 19:42:30+00,ADA,2024/06/27 20:40:41+00,,{6917268A-FB8E-428D-889B-3394CE3D1F41},541
-8574722.31338252,4719182.63845569,Fair,,Yes,1,2030,2016,ADA_BusStopPt_542,pkhouri,2016/08/05 20:26:32+00,ADA,2024/06/27 20:40:41+00,,{33D872B5-9A2C-46D7-B4F6-CC17A376A952},542
-8574880.96438726,4719016.15715697,Fair,,Yes,1,2030,2016,ADA_BusStopPt_543,pkhouri,2016/08/05 20:36:42+00,ADA,2024/06/27 20:40:41+00,,{DD6605D4-7529-4D73-B43D-BA76CEAC8C5B},543
-8574420.8968087,4710344.75641082,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_544,hseyedinejad,2016/08/05 22:02:59+00,ADA,2024/06/27 20:40:41+00,,{0B103B7C-8025-45FB-8897-4E953327E666},544
-8570509.0524984,4698093.92046825,Fair,,no,5,2030,2016,ADA_BusStopPt_545,dwilkins,2016/08/05 22:30:56+00,ADA,2024/06/27 20:40:41+00,,{2775A801-91AF-4427-9F4D-8C59A1ADCCB2},545
-8569905.46996464,4697950.82836939,Good,,no,1,2030,2016,ADA_BusStopPt_546,dwilkins,2016/08/05 22:33:37+00,ADA,2024/06/27 20:40:41+00,,{BE2DB063-7248-40E8-8068-0BA0E2CD6CD0},546
-8575644.57550633,4714299.10177921,Fair,,Yes,1,2030,2016,ADA_BusStopPt_547,cwright,2016/08/05 17:42:08+00,ADA,2024/06/27 20:40:41+00,,{FE102346-D486-4842-B2EE-E6A870A05624},547
-8571365.69832896,4696495.17568888,Good,,yes,1,2030,2016,ADA_BusStopPt_548,dwilkins,2016/08/05 17:50:43+00,ADA,2024/06/27 20:40:41+00,,{B83A580D-FC03-426E-8A84-83B0759E4D2B},548
-8564831.73452761,4708348.92377792,Fair,,no,1,2030,2016,ADA_BusStopPt_549,kshedrick,2016/08/05 18:44:31+00,ADA,2024/06/27 20:40:41+00,,{6CB93BB1-9A02-4BD8-AA70-A21AEF927C5E},549
-8564946.11942812,4708187.87159971,Fair,,no,1,2030,2016,ADA_BusStopPt_550,kshedrick,2016/08/05 18:48:09+00,ADA,2024/06/27 20:40:41+00,,{5A30F67E-171E-48D1-8761-39B48CE9BE30},550
-8565064.13272096,4708052.88284164,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_551,kshedrick,2016/08/05 18:59:05+00,ADA,2024/06/27 20:40:41+00,,{A669E989-705B-439F-8D4F-FCA585FDD909},551
-8570933.55065961,4696920.70811126,Good,,no,1,2030,2016,ADA_BusStopPt_552,dwilkins,2016/08/05 19:02:14+00,ADA,2024/06/27 20:40:41+00,,{F86D4012-0DDD-48A3-846C-5C0C401AB573},552
-8570912.86717668,4696914.07394405,Fair,,no,1,2030,2016,ADA_BusStopPt_553,dwilkins,2016/08/05 19:02:47+00,ADA,2024/06/27 20:40:41+00,,{808C39FB-FAF0-4679-8745-AF4206CAAD69},553
-8570655.65920627,4697199.78987664,Good,,yes,1,2030,2016,ADA_BusStopPt_554,dwilkins,2016/08/05 19:18:21+00,ADA,2024/06/27 20:40:41+00,,{9C96B8F8-AEAC-4AE5-BCCF-4E0D5576A96E},554
-8570236.35159047,4697592.54073594,Good,,yes,1,2030,2016,ADA_BusStopPt_555,dwilkins,2016/08/05 19:54:37+00,ADA,2024/06/27 20:40:41+00,,{4D882566-EDB4-4111-BA36-A1E36B8D6C38},555
-8570236.32461979,4697619.74150744,Good,,yes,1,2030,2016,ADA_BusStopPt_556,dwilkins,2016/08/05 20:02:45+00,ADA,2024/06/27 20:40:41+00,,{08AE38EB-4383-42BE-82DA-2F025236F7BB},556
-8569953.53316203,4697875.50115867,Good,,yes,1,2030,2016,ADA_BusStopPt_557,dwilkins,2016/08/05 20:37:24+00,ADA,2024/06/27 20:40:41+00,,{B91E46DD-87D7-4CC3-A361-F86334E8CC6C},557
-8574336.62607194,4712468.9238284,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_558,sbennett,2016/08/05 21:19:35+00,ADA,2024/06/27 20:40:41+00,,{7DB17328-E92E-4BA5-9827-3F65561CAB49},558
-8574393.0769778,4710294.61267632,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_559,hseyedinejad,2016/08/05 22:24:41+00,ADA,2024/06/27 20:40:41+00,,{6E83C220-CDAB-4E0A-BF8D-633B859985A2},559
-8574426.79922876,4710767.04271051,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_560,hseyedinejad,2016/08/05 23:18:19+00,ADA,2024/06/27 20:40:41+00,,{A58015F4-47FB-4901-A804-227323A904CE},560
-8574092.49838046,4710801.24405355,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_561,hseyedinejad,2016/08/06 00:00:09+00,ADA,2024/06/27 20:40:41+00,,{9DD77F04-4FE7-4EBE-9CBD-C89429438CF7},561
-8574594.20344372,4710307.36627435,Non-Compliant,,No,1,2030,2016,ADA_BusStopPt_562,hseyedinejad,2016/08/06 00:36:00+00,ADA,2024/06/27 20:40:41+00,,{C7C2A125-E1BE-450C-BBC9-90D735571E73},562
-8571295.3534511,4696531.66098798,Good,,no,1,2030,2016,ADA_BusStopPt_563,dwilkins,2016/08/05 17:55:16+00,ADA,2024/06/27 20:40:41+00,,{E4C8A134-D46F-4FAD-B7C7-07B9B4BF34B1},563
-8565259.44217459,4707857.90057375,Fair,,yes,1,2030,2016,ADA_BusStopPt_564,kshedrick,2016/08/05 19:05:24+00,ADA,2024/06/27 20:40:41+00,,{2200B8F5-1443-49DA-B9C9-EE10E78EACE5},564
-8570625.39446135,4697202.25549323,Good,,yes,1,2030,2016,ADA_BusStopPt_565,dwilkins,2016/08/05 19:19:37+00,ADA,2024/06/27 20:40:41+00,,{DE930470-0388-4A9E-A08E-CABBCA8B6010},565
-8570406.99773549,4697448.26046503,Good,,no,1,2030,2016,ADA_BusStopPt_566,dwilkins,2016/08/05 19:37:21+00,ADA,2024/06/27 20:40:41+00,,{977C05EF-56A6-4C07-AC4A-277762121A1C},566
-8570344.07068573,4697484.61081148,Fair,,yes,1,2030,2016,ADA_BusStopPt_567,dwilkins,2016/08/05 19:40:38+00,ADA,2024/06/27 20:40:41+00,,{D3396624-FEC8-42B5-84E8-35C68ED3BBE0},567
-8570144.41607819,4697685.05882133,Good,,yes,1,2030,2016,ADA_BusStopPt_568,dwilkins,2016/08/05 20:17:57+00,ADA,2024/06/27 20:40:41+00,,{669B4315-6C1C-426F-AE96-9760E9BD1568},568
-8570161.31876958,4697694.78362323,Good,,yes,1,2030,2016,ADA_BusStopPt_569,dwilkins,2016/08/05 20:18:58+00,ADA,2024/06/27 20:40:41+00,,{9136ECBF-07DA-43E4-9E2C-14655D45F15E},569
-8572989.82555745,4696888.73377982,Fair,,Y,5,2030,2016,ADA_BusStopPt_570,jmohammad,2016/08/05 21:02:17+00,ADA,2024/06/27 20:40:41+00,,{52AD6CE2-53B1-4568-89EA-3DECEA725B0B},570
-8572990.29888652,4696901.08659768,Fair,,YES,1,2030,2016,ADA_BusStopPt_571,jmohammad,2016/08/05 21:21:26+00,ADA,2024/06/27 20:40:41+00,,{B0BD6012-1DAB-4660-8361-651FE456EE95},571
-8573013.74251596,4696937.97616281,Fair,,YES,1,2030,2016,ADA_BusStopPt_572,jmohammad,2016/08/05 21:50:25+00,ADA,2024/06/27 20:40:41+00,,{509789FE-A905-4219-873A-00B015B29665},572
-8571962.95485197,4697496.55124334,Fair,,yes,1,2030,2016,ADA_BusStopPt_573,dwilkins,2016/08/05 23:51:34+00,ADA,2024/06/27 20:40:41+00,,{CC6B7098-6794-449A-AE10-EE5577A2608C},573
-8574622.76937655,4710355.42677659,Non-Compliant,,Yes,5,2030,2016,ADA_BusStopPt_574,hseyedinejad,2016/08/06 00:33:22+00,ADA,2024/06/27 20:40:41+00,,{5D2E40D8-3E39-4786-A6F0-F7877EB56598},574
-8574622.00139837,4710354.74052354,Fair,,yes,1,2030,2016,ADA_BusStopPt_575,hseyedinejad,2016/08/06 00:37:15+00,ADA,2024/06/27 20:40:41+00,,{439A8D74-B77C-4E3D-8B1D-F218CF047332},575
-8574600.18885986,4710787.64896222,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_576,hseyedinejad,2016/08/06 00:56:00+00,ADA,2024/06/27 20:40:41+00,,{E63C5ADD-0E94-4AF1-A47B-D096AB29EE8B},576
-8574622.77111406,4710862.3180754,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_577,hseyedinejad,2016/08/06 01:02:22+00,ADA,2024/06/27 20:40:41+00,,{DD93E04E-5CD2-44F1-9037-35A9E7B58620},577
-8569674.75119984,4698183.46304539,Good,,yes,1,2030,2016,ADA_BusStopPt_578,dwilkins,2016/08/05 22:49:17+00,ADA,2024/06/27 20:40:41+00,,{CA0D9DF5-B9F7-4A4C-ABE6-FAE774448EF9},578
-8569603.71078561,4698227.65053899,Good,,yes,1,2030,2016,ADA_BusStopPt_579,dwilkins,2016/08/05 22:50:19+00,ADA,2024/06/27 20:40:41+00,,{3F3FDB3B-429C-4657-B5B2-0C64283D7DC6},579
-8569589.81528939,4698268.15320322,Good,,no,1,2030,2016,ADA_BusStopPt_580,dwilkins,2016/08/05 22:51:01+00,ADA,2024/06/27 20:40:41+00,,{01BFE486-6838-456F-8E5C-708A859C751C},580
-8570106.73316321,4698175.73320946,Fair,,yes,1,2030,2016,ADA_BusStopPt_581,dwilkins,2016/08/05 22:53:46+00,ADA,2024/06/27 20:40:41+00,,{9637CED4-4307-4335-9D59-2ED47140E4FF},581
-8574893.0922481,4717708.46328889,Non-Compliant,,No,1,2030,2016,ADA_BusStopPt_582,pkhouri,2016/08/05 23:01:12+00,ADA,2024/06/27 20:40:41+00,,{E9C7E4D1-F9FD-49DF-9C7A-E177A4015A09},582
-8570345.15524622,4698456.43250007,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_583,dwilkins,2016/08/05 23:09:39+00,ADA,2024/06/27 20:40:41+00,,{9CB1B10F-4F79-41A2-8E4C-1D2AE6396273},583
-8574699.93266375,4717692.18527236,Non-Compliant,,No,1,2030,2016,ADA_BusStopPt_584,pkhouri,2016/08/05 23:12:34+00,ADA,2024/06/27 20:40:41+00,,{1F5B1B64-D0A0-422D-9825-396EEA712D7E},584
-8574669.98922973,4717708.42390123,Non-Compliant,,,5,2030,2016,ADA_BusStopPt_585,pkhouri,2016/08/05 23:13:34+00,ADA,2024/06/27 20:40:41+00,,{0BE27CEF-A528-4529-8826-BC801ADE530E},585
-8574691.8964738,4717708.18428701,Non-Compliant,,No,1,2030,2016,ADA_BusStopPt_586,pkhouri,2016/08/05 23:13:50+00,ADA,2024/06/27 20:40:41+00,,{7781E997-1C44-46B2-B142-21A9C87453D0},586
-8564326.34478238,4705021.84596655,Non-Compliant,,yes,5,2030,2016,ADA_BusStopPt_587,mkeke,2016/08/05 23:53:16+00,ADA,2024/06/27 20:40:41+00,,{DF49ADB9-20BB-4D3B-A7EB-E5C09380220A},587
-8564876.89375268,4704914.42974191,Fair,,yes,1,2030,2016,ADA_BusStopPt_588,mkeke,2016/08/05 23:58:18+00,ADA,2024/06/27 20:40:41+00,,{7533C7A2-FF6D-4A4A-A85D-3BAA4C83C5A4},588
-8561770.88625501,4706538.49977877,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_589,kshedrick,2016/08/06 00:16:29+00,ADA,2024/06/27 20:40:41+00,,{D3873312-E71C-4FF4-8BC7-EF5DDC914893},589
-8561963.78055935,4706573.89402185,Fair,,yes,1,2030,2016,ADA_BusStopPt_590,kshedrick,2016/08/06 00:23:09+00,ADA,2024/06/27 20:40:41+00,,{CACF8020-8E52-4999-AE83-D55243B3D3A5},590
-8570141.99086998,4698192.6834036,Fair,,yes,1,2030,2016,ADA_BusStopPt_591,dwilkins,2016/08/05 22:54:14+00,ADA,2024/06/27 20:40:41+00,,{DE777EB1-0695-430F-B11E-5A3C763EF339},591
-8570195.69533402,4698306.22699051,Fair,,yes,1,2030,2016,ADA_BusStopPt_592,dwilkins,2016/08/05 23:04:11+00,ADA,2024/06/27 20:40:41+00,,{BB15FACC-118E-4E81-B666-A8C11FB5244B},592
-8570232.36760827,4698327.12206556,Fair,,yes,1,2030,2016,ADA_BusStopPt_593,dwilkins,2016/08/05 23:05:21+00,ADA,2024/06/27 20:40:41+00,,{EECB29A6-D44B-41E2-B2D5-B67A5FB57B28},593
-8564562.75587699,4705869.35549968,Good,,yes,1,2030,2016,ADA_BusStopPt_594,mkeke,2016/08/05 23:08:24+00,ADA,2024/06/27 20:40:41+00,,{804EFDD6-7C1F-42EE-AB0C-2D3C36FDCE28},594
-8570364.50950469,4698468.67583812,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_595,dwilkins,2016/08/05 23:10:28+00,ADA,2024/06/27 20:40:41+00,,{D3FCB1FE-87AE-4B7B-8673-C6E23CDE10F4},595
-8570497.66094711,4698409.90593048,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_596,dwilkins,2016/08/05 23:11:08+00,ADA,2024/06/27 20:40:41+00,,{71F85912-9D2D-4EA4-B03B-BF33DAF15184},596
-8570508.30754067,4698423.58939498,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_597,dwilkins,2016/08/05 23:11:29+00,ADA,2024/06/27 20:40:41+00,,{D52BC96E-EFA9-47A7-AE83-4DA6EFC65D5E},597
-8574647.75831088,4717707.53817288,Non-Compliant,,,5,2030,2016,ADA_BusStopPt_598,pkhouri,2016/08/05 23:12:48+00,ADA,2024/06/27 20:40:41+00,,{F17A7703-7530-4A37-B76E-243EB092A355},598
-8570798.24575015,4698335.70058016,Fair,,yes,1,2030,2016,ADA_BusStopPt_599,dwilkins,2016/08/05 23:14:07+00,ADA,2024/06/27 20:40:41+00,,{840A47D9-BB4B-4AD3-8B39-A9A702191554},599
-8570798.81511697,4698315.10704956,Fair,,yes,1,2030,2016,ADA_BusStopPt_600,dwilkins,2016/08/05 23:16:05+00,ADA,2024/06/27 20:40:41+00,,{8B07CC58-A1A6-4CDC-A716-D9EC9503236C},600
-8561676.60229777,4706375.49973912,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_601,kshedrick,2016/08/05 23:21:17+00,ADA,2024/06/27 20:40:41+00,,{99838715-E9E4-46A9-9C4B-A15631CE812A},601
-8562034.55168346,4706839.13038015,,,,5,2030,2016,ADA_BusStopPt_602,kshedrick,2016/08/05 23:21:37+00,ADA,2024/06/27 20:40:41+00,,{1263058A-9443-4745-B5F6-1CA04B61E400},602
-8561686.85056376,4706349.6739845,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_603,kshedrick,2016/08/05 23:21:45+00,ADA,2024/06/27 20:40:41+00,,{9369798E-DB32-47AA-AFC7-07D40F0EAC58},603
-8561671.85294134,4706452.26420356,Fair,,yes,1,2030,2016,ADA_BusStopPt_604,kshedrick,2016/08/05 23:26:05+00,ADA,2024/06/27 20:40:41+00,,{541B29A3-A49C-4882-B5DE-AE1483B3610A},604
-8564335.49121812,4704995.29099021,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_605,mkeke,2016/08/05 23:53:28+00,ADA,2024/06/27 20:40:41+00,,{8D194B77-682B-416F-B987-A663209223E5},605
-8564855.13466867,4704788.97441683,Fair,,yes,1,2030,2016,ADA_BusStopPt_606,mkeke,2016/08/06 00:01:16+00,ADA,2024/06/27 20:40:41+00,,{F7698076-8D53-4865-8F56-8A8E6C6E4669},606
-8563733.71767129,4707133.74696856,Non-Compliant,,yes,1,2030,2016,ADA_BusStopPt_607,bblowe,2016/08/06 00:10:04+00,ADA,2024/06/27 20:40:41+00,,{2ABF1391-19E8-41BA-8F03-9AE688F5AE46},607
-8561815.04072381,4706557.53277826,Fair,,yes,1,2030,2016,ADA_BusStopPt_608,kshedrick,2016/08/06 00:15:49+00,ADA,2024/06/27 20:40:41+00,,{2AA59FAB-74B9-48D4-B892-DB25119A7A63},608
-8574621.98981136,4710581.79016632,Non-Compliant,,Yes,1,2030,2016,ADA_BusStopPt_609,hseyedinejad,2016/08/06 00:46:57+00,ADA,2024/06/27 20:40:41+00,,{ABE65CBC-3D12-470F-8367-488CCC3C6D5F},609
-8562320.89508254,4706559.70264174,Non-Compliant,,no,1,2030,2016,ADA_BusStopPt_610,kshedrick,2016/08/08 16:22:03+00,ADA,2024/06/27 20:40:41+00,,{7852FA5E-D811-4A44-A0C7-87F32476C3EE},610
