X,Y,CONDITION,INTERSECTION_ID,NOTES,STATUS,ESTIMATED_YEAR_OF_IMPROVEMENT,YEAR_INSPECTED,GIS_ID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SE_ANNO_CAD_DATA,GLOBALID,OBJECTID
-8574622.64096444,4708907.7582335,Fair,,YES,1,2030,2016,ADA_BusStopPt_1,,,ADA,2024/06/27 20:40:41+00,,{A270A3D2-37B1-4FEC-A896-9DD3178EC53C},1
-8574596.65542033,4708921.647045,Good,,YES,1,2030,2016,ADA_BusStopPt_2,,,ADA,2024/06/27 20:40:41+00,,{CF39B9CA-8530-44EA-8FFB-CB80BA752BD9},2
-8574292.23033462,4708991.34372259,Fair,,YES,1,2030,2016,ADA_BusStopPt_3,,,ADA,2024/06/27 20:40:41+00,,{D1B14860-BDE8-45E9-BC6C-1C4FD3A718E8},3
-8574536.52071349,4708882.04543669,Good,,"TEST; YES",5,2030,2016,ADA_BusStopPt_4,,,ADA,2024/06/27 20:40:41+00,,{3C9F3AD1-FCDD-40D2-9A91-31E87811AB4D},4
-8576126.02997939,4709144.59735176,Good,,NO,5,2030,2016,ADA_BusStopPt_5,,,ADA,2024/06/27 20:40:41+00,,{1C4CEAB3-EF21-4222-8118-B94483479C0B},5
-8574958.15065791,4708804.6849572,Good,,YES,1,2030,2016,ADA_BusStopPt_6,,,ADA,2024/06/27 20:40:41+00,,{80988B8A-673A-428E-82AA-AD7281F766FF},6
-8575002.23530658,4708730.57289708,Good,,No,1,2030,2016,ADA_BusStopPt_7,,,ADA,2024/06/27 20:40:41+00,,{77CDA1B7-C285-4483-8600-E5AA2C437194},7
-8574820.38287095,4708696.45756472,Good,,YES,1,2030,2016,ADA_BusStopPt_8,,,ADA,2024/06/27 20:40:41+00,,{F9FFAFB8-E1CE-4A96-A83A-3FFA275CAD81},8
-8574791.15715546,4708745.87899893,Good,,NO,1,2030,2016,ADA_BusStopPt_9,,,ADA,2024/06/27 20:40:41+00,,{AAFB955E-F19F-4D87-A44A-15003A5221DA},9
-8576502.20022928,4708932.44120251,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_10,,,ADA,2024/06/27 20:40:41+00,,{8C2D0994-2469-4CBD-ADC6-D6D5021F18F8},10
-8576562.30453248,4708943.62454893,Fair,,NO,1,2030,2016,ADA_BusStopPt_11,,,ADA,2024/06/27 20:40:41+00,,{5277C6AA-A6FE-4E99-A366-D92562704452},11
-8576446.84269774,4708424.22724438,Non-Compliant,,NO,1,2030,2016,ADA_BusStopPt_12,,,ADA,2024/06/27 20:40:41+00,,{9E0462A1-40D5-41F8-8E45-47228774E45A},12
-8567000.29426241,4704764.41906659,Good,,NO,1,2030,2016,ADA_BusStopPt_13,,,ADA,2024/06/27 20:40:41+00,,{5441BE26-B2AE-48A0-9242-6472D02D53B3},13
-8565740.35214957,4705035.79758305,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_14,,,ADA,2024/06/27 20:40:41+00,,{71CB659C-81C8-447D-9598-21A1E54D827C},14
-8565853.17578125,4705210.24412687,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_15,,,ADA,2024/06/27 20:40:41+00,,{5A8C448E-3D6F-4439-989B-8130E9069924},15
-8566156.67740577,4705626.31190409,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_16,,,ADA,2024/06/27 20:40:41+00,,{FF4EF260-7C37-4AD8-93A2-F34FC90FF34B},16
-8566404.28248076,4705823.04983508,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_17,,,ADA,2024/06/27 20:40:41+00,,{6B2D853C-53D4-4244-BC3C-B0184B883F41},17
-8566589.53496592,4705539.60702015,Non-Compliant,1000717,YES,1,2030,2016,ADA_BusStopPt_18,,,ADA,2024/06/27 20:40:41+00,,{C88ED840-A9A6-436D-B3AA-77FDB1326EF0},18
-8566565.44737711,4705545.56644689,Good,,YES,1,2030,2016,ADA_BusStopPt_19,,,ADA,2024/06/27 20:40:41+00,,{8A39666A-DD43-4F5B-A9D7-F092AC0EE195},19
-8566410.78174561,4705610.62530253,Non-Compliant,,NO,1,2030,2016,ADA_BusStopPt_20,,,ADA,2024/06/27 20:40:41+00,,{3EF34860-7D07-4977-9700-151FFEB622CE},20
-8574566.84203113,4719036.7070026,Fair,,YES,1,2030,2016,ADA_BusStopPt_21,,,ADA,2024/06/27 20:40:41+00,,{93DF3CE9-B193-413D-923D-B3E4EFD72A56},21
-8574540.76855152,4719003.36094381,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_22,,,ADA,2024/06/27 20:40:41+00,,{2FAC3E9E-508F-4A52-92A8-AFA1710DEA90},22
-8574534.69567286,4718770.18224651,Good,,YES,1,2030,2016,ADA_BusStopPt_23,,,ADA,2024/06/27 20:40:41+00,,{63536B88-2684-4C45-8AB7-CADF9FE4CF82},23
-8574532.28784959,4718493.58987659,Good,,YES,1,2030,2016,ADA_BusStopPt_24,,,ADA,2024/06/27 20:40:41+00,,{5E24D158-8B0D-442C-988D-A55DC2F380ED},24
-8574612.70557591,4717834.33223744,Good,,YES,1,2030,2016,ADA_BusStopPt_25,,,ADA,2024/06/27 20:40:41+00,,{AB0397E9-015F-4A6B-BC96-B759098AC339},25
-8574598.13067346,4717692.24882659,Fair,,YES,1,2030,2016,ADA_BusStopPt_26,,,ADA,2024/06/27 20:40:41+00,,{0C275234-1D49-4EE5-AE64-F4E730C8D5D1},26
-8574557.35087872,4718186.98603287,Fair,,YES,1,2030,2016,ADA_BusStopPt_27,,,ADA,2024/06/27 20:40:41+00,,{0156B0FF-DC65-4827-9CB2-DB68D3578EAB},27
-8574631.61321559,4717223.03869286,Good,,YES,1,2030,2016,ADA_BusStopPt_28,,,ADA,2024/06/27 20:40:41+00,,{99621DA1-A46E-4F4A-A19E-D8BC053AF40D},28
-8574650.53893677,4716970.7757307,Good,,YES,1,2030,2016,ADA_BusStopPt_29,,,ADA,2024/06/27 20:40:41+00,,{FFDEE2B9-1F37-4322-BCEE-EE4734568FCA},29
-8574684.55447126,4716458.55887234,Good,,YES,1,2030,2016,ADA_BusStopPt_30,,,ADA,2024/06/27 20:40:41+00,,{C3BD2881-9732-425A-99E1-7A3B4FEC119E},30
-8574708.11692674,4716499.3771919,Good,,YES,1,2030,2016,ADA_BusStopPt_31,,,ADA,2024/06/27 20:40:41+00,,{43CCE3D3-D9FF-48DF-AF83-668D79032C1C},31
-8574730.44077257,4716175.7089871,Fair,,YES,1,2030,2016,ADA_BusStopPt_32,,,ADA,2024/06/27 20:40:41+00,,{691C472B-EF3B-471E-8B89-CDD3BE388A04},32
-8574729.97564702,4715694.41065498,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_33,,,ADA,2024/06/27 20:40:41+00,,{8D05D2A2-BF6D-4B38-8F72-6FA21E6EEC6D},33
-8574736.29569089,4715423.87207646,Good,,YES,1,2030,2016,ADA_BusStopPt_34,,,ADA,2024/06/27 20:40:41+00,,{6858F9AF-2EDD-4272-974E-F3F2CC1453D5},34
-8574705.11994071,4715415.08133398,Good,,YES,1,2030,2016,ADA_BusStopPt_35,,,ADA,2024/06/27 20:40:41+00,,{5BFB2B52-CDF9-432F-A620-71CC5ADED870},35
-8574705.42097068,4715382.10645107,Good,,YES,1,2030,2016,ADA_BusStopPt_36,,,ADA,2024/06/27 20:40:41+00,,{11B829F8-B670-4277-91C4-AEE08BF40273},36
-8574668.97307411,4714802.63794166,Good,,YES,1,2030,2016,ADA_BusStopPt_37,,,ADA,2024/06/27 20:40:41+00,,{72B70F30-C2A7-45CF-823C-50F29D7B7EC1},37
-8574639.82364205,4714763.67060866,Good,,YES,1,2030,2016,ADA_BusStopPt_38,,,ADA,2024/06/27 20:40:41+00,,{CE06174E-C22E-491A-8E38-1A0F128D3145},38
-8574674.08626227,4715394.68404226,Good,,YES,1,2030,2016,ADA_BusStopPt_39,,,ADA,2024/06/27 20:40:41+00,,{ABA4C56B-B2E0-4E52-A1A2-C89D1D668632},39
-8574704.60668992,4715119.44605941,Good,,YES,1,2030,2016,ADA_BusStopPt_40,,,ADA,2024/06/27 20:40:41+00,,{ED328217-34F0-4743-9263-1BB7368AEC91},40
-8574652.72981214,4714643.97048781,Good,,YES,1,2030,2016,ADA_BusStopPt_41,,,ADA,2024/06/27 20:40:41+00,,{0798A3B4-7F7F-4F30-B9F2-ED4A2AA1C603},41
-8574623.56361278,4714606.92126922,Fair,,YES,1,2030,2016,ADA_BusStopPt_42,,,ADA,2024/06/27 20:40:41+00,,{8E1AE06A-4F47-4121-9367-638D949D51F2},42
-8574591.49874423,4714311.79103183,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_43,,,ADA,2024/06/27 20:40:41+00,,{6B1CE97B-F6F2-4C40-ACB3-D3AD1492728B},43
-8574497.73036149,4713696.45595349,Fair,,YES,1,2030,2016,ADA_BusStopPt_44,,,ADA,2024/06/27 20:40:41+00,,{9DA23D1A-8739-4F23-962F-0ECB6ABC4E1B},44
-8574546.52928494,4713938.96891542,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_45,,,ADA,2024/06/27 20:40:41+00,,{729F9179-E603-4FE3-A4E5-1F2A54D4E501},45
-8574469.8994005,4713425.03034756,Good,,YES,1,2030,2016,ADA_BusStopPt_46,,,ADA,2024/06/27 20:40:41+00,,{D092F983-1187-4E26-AC29-6D59B31FDA93},46
-8574399.82647775,4713078.25684622,Good,,YES,1,2030,2016,ADA_BusStopPt_47,,,ADA,2024/06/27 20:40:41+00,,{8F0886B9-0BEA-476A-B80C-B27497CB8424},47
-8574412.48846334,4713459.44341171,Fair,,YES,1,2030,2016,ADA_BusStopPt_48,,,ADA,2024/06/27 20:40:41+00,,{D235E09D-E392-4F8D-A76B-50B9AF759EF2},48
-8574255.34416408,4712009.78514612,Good,,YES,1,2030,2016,ADA_BusStopPt_49,,,ADA,2024/06/27 20:40:41+00,,{2C8F7FA6-AAF7-412E-A8DF-C6E1A72DA865},49
-8574275.49403886,4712188.02710673,Fair,,YES,1,2030,2016,ADA_BusStopPt_50,,,ADA,2024/06/27 20:40:41+00,,{A7B6266C-A9E2-43F8-8AE6-E967810047A1},50
-8574232.65633772,4712030.94307534,Good,,YES,1,2030,2016,ADA_BusStopPt_51,,,ADA,2024/06/27 20:40:41+00,,{B4420700-08C5-4B31-A531-EF7FAEA9652F},51
-8575470.29379394,4708729.32583852,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_52,,,ADA,2024/06/27 20:40:41+00,,{385AF7F1-6E90-4CB9-A348-8E0D48B49397},52
-8569237.42894478,4708424.79322188,Fair,,NO,1,2030,2016,ADA_BusStopPt_53,,,ADA,2024/06/27 20:40:41+00,,{5B2613B8-78A7-4D75-BA6D-8BEED4FD3A98},53
-8569194.20934491,4708446.15602733,Non-Compliant,,NO,1,2030,2016,ADA_BusStopPt_54,,,ADA,2024/06/27 20:40:41+00,,{2630A7DB-BFAB-415B-873C-DB65FCB1B3D5},54
-8575172.82698009,4708554.99732232,Fair,,YES,1,2030,2016,ADA_BusStopPt_55,,,ADA,2024/06/27 20:40:41+00,,{AE133770-CAAF-44B2-8B0C-62A52313DDC3},55
-8575172.90567393,4708970.40755683,Fair,,No,1,2030,2016,ADA_BusStopPt_56,,,ADA,2024/06/27 20:40:41+00,,{DE77622A-D54F-455B-983C-EE029826DD0D},56
-8574597.11031195,4709142.41475006,Fair,,Yes,1,2030,2016,ADA_BusStopPt_57,,,ADA,2024/06/27 20:40:41+00,,{11D63B67-10F0-4F02-BD92-465D3A9AB8A8},57
-8575142.84131866,4708368.73874455,Good,,YES,1,2030,2016,ADA_BusStopPt_58,,,ADA,2024/06/27 20:40:41+00,,{FEBF215E-C403-4CE4-9F9F-DC005717A040},58
-8575143.809105,4708937.77526411,Fair,,YES,1,2030,2016,ADA_BusStopPt_59,,,ADA,2024/06/27 20:40:41+00,,{D6C2B5F4-1950-42F0-BC50-9A4880E47B9D},59
-8575172.88487311,4709185.95495988,Fair,,YES,1,2030,2016,ADA_BusStopPt_60,,,ADA,2024/06/27 20:40:41+00,,{7DFB938E-F351-47DD-A5B1-7A3120E00B3B},60
-8574598.41725164,4709440.50802949,Fair,,YES,1,2030,2016,ADA_BusStopPt_61,,,ADA,2024/06/27 20:40:41+00,,{D4B46101-CF75-4A41-819C-73D1447E1BB5},61
-8574623.11638819,4709178.17766676,Fair,,YES,1,2030,2016,ADA_BusStopPt_62,,,ADA,2024/06/27 20:40:41+00,,{F71E9119-7D67-45D1-A2DA-0FFC7EB1BAEC},62
-8582651.64992691,4714193.79223495,Good,,YES,1,2030,2016,ADA_BusStopPt_63,,,ADA,2024/06/27 20:40:41+00,,{C00FFB2A-0A3D-43A5-86A4-E2B670354B81},63
-8582592.1850968,4714108.54453824,Good,,YES,1,2030,2016,ADA_BusStopPt_64,,,ADA,2024/06/27 20:40:41+00,,{F884F7C7-8D75-45FC-A4C4-D72215ADD735},64
-8582411.45511222,4713967.60695025,Fair,,YES,1,2030,2016,ADA_BusStopPt_65,,,ADA,2024/06/27 20:40:41+00,,{69952743-F4A9-47F4-8B9F-9E6DA208386A},65
-8582392.4591886,4713922.24578777,Good,,YES,1,2030,2016,ADA_BusStopPt_66,,,ADA,2024/06/27 20:40:41+00,,{926DC65C-6AC3-49B1-8EA3-3728792F2949},66
-8582132.21628695,4713705.91635238,Fair,,YES,1,2030,2016,ADA_BusStopPt_67,,,ADA,2024/06/27 20:40:41+00,,{3EDC1AF9-E79A-4510-ABD9-DAEAC4B3F37E},67
-8581602.44208425,4713180.88413799,Good,,YES,1,2030,2016,ADA_BusStopPt_68,,,ADA,2024/06/27 20:40:41+00,,{CB0447F2-79E5-48D5-B090-91EC400633DA},68
-8582175.37415085,4713718.31523526,Fair,,YES,1,2030,2016,ADA_BusStopPt_69,,,ADA,2024/06/27 20:40:41+00,,{1A05E1E1-34FA-4DAB-B61A-0DCF775ACAD3},69
-8574670.58920608,4716696.789843,Good,,YES,1,2030,2016,ADA_BusStopPt_70,,,ADA,2024/06/27 20:40:41+00,,{7583B3A4-25C6-4FC9-87DE-AED34A126425},70
-8574671.05259379,4717050.89669435,Fair,,YES,1,2030,2016,ADA_BusStopPt_71,,,ADA,2024/06/27 20:40:41+00,,{E47E02C6-11CB-4D21-B9AF-C2310C62BFF0},71
-8574703.40260832,4716167.95887296,Good,,YES,1,2030,2016,ADA_BusStopPt_72,,,ADA,2024/06/27 20:40:41+00,,{E31B0A63-6061-4FDE-AC1E-881D7C30FD48},72
-8574671.02368094,4715053.30936409,Good,,YES,1,2030,2016,ADA_BusStopPt_73,,,ADA,2024/06/27 20:40:41+00,,{9DD94C07-0F34-4456-8E88-9971E43BBB00},73
-8574331.53811287,4712644.880854,Good,,YES,1,2030,2016,ADA_BusStopPt_74,,,ADA,2024/06/27 20:40:41+00,,{D62AD4F7-DC6C-472A-9EA8-09A1C132EDB6},74
-8582001.02235786,4713556.84301005,Good,,YES,1,2030,2016,ADA_BusStopPt_75,,,ADA,2024/06/27 20:40:41+00,,{9A80164C-250E-4943-995A-8E1160F4BA5D},75
-8581936.57479059,4713522.54281214,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_76,,,ADA,2024/06/27 20:40:41+00,,{8E13DA32-5937-4D87-9C5F-CD88C1038E00},76
-8581738.79060497,4713338.19749006,Good,,YES,1,2030,2016,ADA_BusStopPt_77,,,ADA,2024/06/27 20:40:41+00,,{338E04DB-2D3A-4044-A4F5-698A82C1B5C0},77
-8581741.22035624,4713307.35991984,Good,,YES,1,2030,2016,ADA_BusStopPt_78,,,ADA,2024/06/27 20:40:41+00,,{0895A7ED-3227-439A-B2B1-78C790B87A58},78
-8574633.23647363,4712043.94562443,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_79,,,ADA,2024/06/27 20:40:41+00,,{0534AF14-C279-453B-B645-D4EFFFF12280},79
-8574600.68087101,4712069.89320907,Good,,YES,1,2030,2016,ADA_BusStopPt_80,,,ADA,2024/06/27 20:40:41+00,,{6ACEB782-638C-4489-AB15-10475754CC68},80
-8574567.74773457,4712022.45552813,Fair,,YES,1,2030,2016,ADA_BusStopPt_81,,,ADA,2024/06/27 20:40:41+00,,{6FE74CF5-59AE-4B7D-922C-13B69A718FC6},81
-8575623.25179369,4720481.64896088,Good,,NO,1,2030,2016,ADA_BusStopPt_82,,,ADA,2024/06/27 20:40:41+00,,{D7DA0D56-0903-4D70-9700-384276B09C26},82
-8575661.07444123,4720439.60077339,Fair,,NO,1,2030,2016,ADA_BusStopPt_83,,,ADA,2024/06/27 20:40:41+00,,{3DEAC26E-7342-487E-A933-CEDA389B2D4A},83
-8575656.51713652,4720102.27819193,Good,,NO,1,2030,2016,ADA_BusStopPt_84,,,ADA,2024/06/27 20:40:41+00,,{B9A23C58-81BA-41DE-8C20-C4C4D085DAB3},84
-8575633.79962104,4720065.07532584,Fair,,NO,1,2030,2016,ADA_BusStopPt_85,,,ADA,2024/06/27 20:40:41+00,,{2006D6A6-2EFF-4571-8BE6-C84BCACAE94A},85
-8575657.81643678,4719287.32506429,Good,,NO,1,2030,2016,ADA_BusStopPt_86,,,ADA,2024/06/27 20:40:41+00,,{521498E2-0B8D-4707-87BA-2780411E1842},86
-8575635.18740841,4718984.21793906,Fair,,NO,1,2030,2016,ADA_BusStopPt_87,,,ADA,2024/06/27 20:40:41+00,,{0206880C-8EEA-4E80-83A8-3BCE31BFF357},87
-8575635.34976953,4718128.03654198,Fair,,NO,2,2030,2016,ADA_BusStopPt_88,,,ADA,2024/06/27 20:40:41+00,,{355C1156-2E7F-451F-A3C8-15C73641E32E},88
-8575660.1558157,4718119.32263248,Good,,NO,1,2030,2016,ADA_BusStopPt_89,,,ADA,2024/06/27 20:40:41+00,,{0149AB48-9F9A-4A69-B020-EB3ED597C5DB},89
-8575636.85755251,4717795.73276603,Good,,YES,1,2030,2016,ADA_BusStopPt_90,,,ADA,2024/06/27 20:40:41+00,,{B677F5F2-E32E-4514-95F2-0A94FB32B365},90
-8575661.34588089,4717562.70414378,Fair,,YES,1,2030,2016,ADA_BusStopPt_91,,,ADA,2024/06/27 20:40:41+00,,{3FF64948-DEE0-4D53-8318-B683CF48B62E},91
-8575660.97388901,4717348.42821449,Good,,YES,1,2030,2016,ADA_BusStopPt_92,,,ADA,2024/06/27 20:40:41+00,,{6F7DE6A8-CCA7-4AD5-BF4B-BE44DAE73C33},92
-8575638.33989799,4717224.44007646,Good,,YES,1,2030,2016,ADA_BusStopPt_93,,,ADA,2024/06/27 20:40:41+00,,{759DCB6C-778E-4A0B-97FE-3C3913D9EDD9},93
-8575661.46307644,4716849.5017994,Good,,YES,1,2030,2016,ADA_BusStopPt_94,,,ADA,2024/06/27 20:40:41+00,,{A7238A8B-78D7-4957-916E-60D3F1D005CC},94
-8575637.76711258,4716597.54044041,Good,,YES,1,2030,2016,ADA_BusStopPt_95,,,ADA,2024/06/27 20:40:41+00,,{46A82274-1507-4697-A3E6-D8AA129F182B},95
-8575638.73185562,4716260.58612158,Good,,YES,1,2030,2016,ADA_BusStopPt_96,,,ADA,2024/06/27 20:40:41+00,,{90A93665-35B8-442B-8A93-C78BDBF9157D},96
-8575661.85149854,4716221.47592318,Good,,YES,1,2030,2016,ADA_BusStopPt_97,,,ADA,2024/06/27 20:40:41+00,,{7F07FE68-90DF-470E-BFA2-184177DEA046},97
-8575633.86410729,4720314.68362131,Fair,,NO,1,2030,2016,ADA_BusStopPt_98,,,ADA,2024/06/27 20:40:41+00,,{F93EDA36-9446-4293-9B3E-812963E6DF24},98
-8575656.53898541,4719885.39669744,Good,,NO,1,2030,2016,ADA_BusStopPt_99,,,ADA,2024/06/27 20:40:41+00,,{8DF5D7CC-4847-4570-A874-7480BEE55E7F},99
-8575634.18667208,4719829.84270626,Fair,,NO,1,2030,2016,ADA_BusStopPt_100,,,ADA,2024/06/27 20:40:41+00,,{998CD9EF-E16F-4395-A8BF-6F4568E43EB2},100
-8575657.97748456,4718945.63855504,Good,,NO,1,2030,2016,ADA_BusStopPt_101,,,ADA,2024/06/27 20:40:41+00,,{0011D6E9-04CD-4980-94D1-2921694222B1},101
-8575658.83273443,4718698.47083881,Good,,NO,1,2030,2016,ADA_BusStopPt_102,,,ADA,2024/06/27 20:40:41+00,,{914B5FEC-6746-4606-9296-87A00460EB63},102
-8575665.11106819,4717763.37428942,Good,,YES,1,2030,2016,ADA_BusStopPt_103,,,ADA,2024/06/27 20:40:41+00,,{0839FCD7-903E-4112-B75C-5586EF86F3CE},103
-8575634.05861539,4717457.45849431,Fair,,YES,1,2030,2016,ADA_BusStopPt_104,,,ADA,2024/06/27 20:40:41+00,,{0AB35F4B-9B02-431F-985F-EA144F435279},104
-8575660.83709314,4717079.87604344,Good,,YES,1,2030,2016,ADA_BusStopPt_105,,,ADA,2024/06/27 20:40:41+00,,{CD9EA1D7-8AEA-482B-9494-EB5F1DA3514B},105
-8575639.18545587,4716907.52870001,Fair,,YES,1,2030,2016,ADA_BusStopPt_106,,,ADA,2024/06/27 20:40:41+00,,{1B8F7461-E6F0-4C56-885C-ED9E40867624},106
-8575662.14215194,4716652.2267503,Good,,YES,1,2030,2016,ADA_BusStopPt_107,,,ADA,2024/06/27 20:40:41+00,,{CB085C6D-6EB9-4EEB-B75A-248B62730B41},107
-8575662.20715444,4716452.50583336,Fair,,NO,1,2030,2016,ADA_BusStopPt_108,,,ADA,2024/06/27 20:40:41+00,,{18384D7E-FCDB-4B49-8AFF-AF2D92127EEE},108
-8575663.17505839,4715986.19783444,Fair,,YES,1,2030,2016,ADA_BusStopPt_109,,,ADA,2024/06/27 20:40:41+00,,{C6D2DC6B-014A-4C1A-BFF7-CB60582A7F5A},109
-8575664.65467033,4715747.53444004,Good,,YES,1,2030,2016,ADA_BusStopPt_110,,,ADA,2024/06/27 20:40:41+00,,{F32B5FD3-E1A9-4DB2-9B96-179227EE704A},110
-8575640.52786604,4715688.96974611,Good,,YES,1,2030,2016,ADA_BusStopPt_111,,,ADA,2024/06/27 20:40:41+00,,{DE17C9FE-5825-43D0-A071-EAE099C42860},111
-8575664.08338548,4715355.05549877,Fair,,Yes,1,2030,2016,ADA_BusStopPt_112,,,ADA,2024/06/27 20:40:41+00,,{D2E5D93A-2BA8-4ED0-A002-0DA6C9173032},112
-8575664.60716334,4714902.09908252,Good,,YES,1,2030,2016,ADA_BusStopPt_113,,,ADA,2024/06/27 20:40:41+00,,{D6FAD5B6-BF02-45D8-8E65-0F8A48322268},113
-8575643.21663132,4714944.26318289,Good,,YES,1,2030,2016,ADA_BusStopPt_114,,,ADA,2024/06/27 20:40:41+00,,{0419160A-76A2-476E-A886-9961823788C9},114
-8575643.55721208,4714540.72407288,Fair,,YES,1,2030,2016,ADA_BusStopPt_115,,,ADA,2024/06/27 20:40:41+00,,{7EDDA9D3-8C87-4B0F-AD7C-A8E13108266B},115
-8575665.29048305,4714543.19923801,Fair,,YES,1,2030,2016,ADA_BusStopPt_116,,,ADA,2024/06/27 20:40:41+00,,{1F950054-E558-460E-B2D2-C209DCF66145},116
-8575642.32283486,4715379.18559318,Good,,YES,1,2030,2016,ADA_BusStopPt_117,,,ADA,2024/06/27 20:40:41+00,,{720477CD-2ED9-46D1-B5C8-4FF552A3F32C},117
-8575665.92979667,4714212.89901754,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_118,,,ADA,2024/06/27 20:40:41+00,,{38BFA9F7-44DE-47FD-97E4-F60D8A37CAEE},118
-8575644.55728353,4713939.80227095,Fair,,YES,1,2030,2016,ADA_BusStopPt_119,,,ADA,2024/06/27 20:40:41+00,,{2650E316-5C65-48FB-8DF3-AE4CF08E7B63},119
-8575645.97020731,4713333.77057902,Fair,,YES,1,2030,2016,ADA_BusStopPt_120,,,ADA,2024/06/27 20:40:41+00,,{36ED4B29-0D16-4360-B843-DB85DFE287B7},120
-8575668.03196996,4713315.38226628,Fair,,YES,1,2030,2016,ADA_BusStopPt_121,,,ADA,2024/06/27 20:40:41+00,,{9736EE56-07EE-49D3-8046-59687632807B},121
-8561895.4919346,4705870.11020286,Good,,NO,1,2030,2016,ADA_BusStopPt_122,,,ADA,2024/06/27 20:40:41+00,,{2885FDAB-38E6-413A-B27F-1A4980A3DF73},122
-8575666.46835245,4713982.08704373,Good,,YES,1,2030,2016,ADA_BusStopPt_123,,,ADA,2024/06/27 20:40:41+00,,{6087C105-2877-4610-B2AB-58F5D09EEA75},123
-8575667.02642196,4713767.76204406,Fair,,YES,1,2030,2016,ADA_BusStopPt_124,,,ADA,2024/06/27 20:40:41+00,,{8C46C7D1-CCF2-4443-8468-2101ECA551E6},124
-8575645.30944266,4713788.61485701,Fair,,YES,1,2030,2016,ADA_BusStopPt_125,,,ADA,2024/06/27 20:40:41+00,,{C9D0ABE8-C6A5-49AA-98BD-6D389D013844},125
-8575645.42322897,4713630.24534417,Fair,,YES,1,2030,2016,ADA_BusStopPt_126,,,ADA,2024/06/27 20:40:41+00,,{6909DE7D-68FF-47A0-AA80-ECD4CC3E2699},126
-8575667.49610814,4713520.54440614,Fair,,YES,1,2030,2016,ADA_BusStopPt_127,,,ADA,2024/06/27 20:40:41+00,,{E0E62FCC-FA1E-4E28-9748-413E4F8C8C4A},127
-8562431.50698137,4705909.59047419,Good,,YES,1,2030,2016,ADA_BusStopPt_128,,,ADA,2024/06/27 20:40:41+00,,{C09AF107-8E7D-4D0D-A4E4-AE8D201EF95D},128
-8563350.08068038,4705910.90160654,Good,,YES,1,2030,2016,ADA_BusStopPt_129,,,ADA,2024/06/27 20:40:41+00,,{50068F0B-741F-437C-8463-85C60352D236},129
-8563514.96569958,4705877.11915598,Good,,YES,1,2030,2016,ADA_BusStopPt_130,,,ADA,2024/06/27 20:40:41+00,,{2017FD02-CB4F-4616-AF5C-FEAA896D3667},130
-8564016.75405938,4705915.8142718,Non-Compliant,,YES,1,2030,2016,ADA_BusStopPt_131,,,ADA,2024/06/27 20:40:41+00,,{90301BC2-4F9D-4868-9205-859C2B35666F},131
-8564511.31053008,4705920.44191828,Good,,YES,1,2030,2016,ADA_BusStopPt_132,,,ADA,2024/06/27 20:40:41+00,,{4783DC1F-21D0-4124-9233-0DBBC3C16200},132
-8564547.69963691,4705919.90625619,Good,,YES,1,2030,2016,ADA_BusStopPt_133,,,ADA,2024/06/27 20:40:41+00,,{B613FA18-E566-4D75-8FD9-EFD68693E156},133
-8564742.25918833,4705919.72393006,Fair,,NO,1,2030,2016,ADA_BusStopPt_134,,,ADA,2024/06/27 20:40:41+00,,{2FABD362-A74D-44B1-B90A-A16C19A6E4EE},134
-8564932.06873306,4705878.26506437,Good,,YES,1,2030,2016,ADA_BusStopPt_135,,,ADA,2024/06/27 20:40:41+00,,{C840D6EC-7A9B-4CCC-9E9A-3D262D2626F6},135
-8564942.55307652,4705912.6157425,Good,,YES,1,2030,2016,ADA_BusStopPt_136,,,ADA,2024/06/27 20:40:41+00,,{523106EE-41DE-4695-B9D8-E9F775B22B9F},136
-8565186.14274224,4705913.21702896,Good,,YES,1,2030,2016,ADA_BusStopPt_137,,,ADA,2024/06/27 20:40:41+00,,{D32011D3-49F8-4D92-8382-06A0DB2E2193},137
-8565411.70272988,4705913.88029199,Good,,YES,1,2030,2016,ADA_BusStopPt_138,,,ADA,2024/06/27 20:40:41+00,,{F556F45D-7750-4699-8B0D-576A00AE826D},138
-8568373.67565634,4703011.75498254,Fair,,YES,1,2030,2016,ADA_BusStopPt_139,,,ADA,2024/06/27 20:40:41+00,,{B82C33D4-C04C-47FE-8238-F55391360549},139
