X,Y,PUSHBUTTON_TYPE,INTERSECTION_ID,STATUS,ESTIMATED_YEAR_OF_IMPROVEMENT,YEAR_INSPECTED,GIS_ID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SE_ANNO_CAD_DATA,GLOBALID,OBJECTID
-8570918.21011816,4706813.63236117,None,,1,2030,2016,ADA_APSPt_1,hseyedinejad,2016/08/17 18:42:05+00,ADA,2024/06/27 20:42:58+00,,{D0DA2F95-F453-4068-8837-CD47E6F24CD0},1
-8574717.38348815,4706822.18206414,None,,1,2030,2016,ADA_APSPt_2,sbennett,2016/09/14 21:14:34+00,ADA,2024/06/27 20:42:58+00,,{B7EFBE27-F836-4C6C-AA62-848D7B45A51D},2
-8575172.26847385,4710089.01386546,None,,1,2030,2016,ADA_APSPt_3,hseyedinejad,2016/09/06 19:09:28+00,ADA,2024/06/27 20:42:58+00,,{6E296EE8-31AB-42C3-B8EB-77304EB2F0A0},3
-8567174.48882348,4702974.01798206,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_4,,,ADA,2024/06/27 20:42:58+00,,{362E3752-E434-4F32-A887-4B9C593EFDF5},4
-8574107.51451936,4717910.38379342,None,,1,2030,2016,ADA_APSPt_5,mkeke,2016/08/16 02:21:07+00,ADA,2024/06/27 20:42:58+00,,{036D45C0-3119-4556-8D1F-83D234512FC6},5
-8572970.74071086,4711103.49936057,None,,1,2030,2016,ADA_APSPt_6,sbennett,2016/08/26 17:18:40+00,ADA,2024/06/27 20:42:58+00,,{0D3503C4-252B-4767-8AB8-78DE0CD2ACFF},6
-8571077.44365284,4706208.49834714,None,,1,2030,2016,ADA_APSPt_7,hseyedinejad,2016/08/17 17:43:09+00,ADA,2024/06/27 20:42:58+00,,{51DC60AD-5EC4-4930-A4DD-59E5DFFA792E},7
-8575255.1506588,4711855.57513379,None,,1,2030,2016,ADA_APSPt_8,sbennett,2016/08/09 17:44:09+00,ADA,2024/06/27 20:42:58+00,,{A5AC378E-ABDA-4C1D-B992-09EAAAF01894},8
-8570832.1669707,4698321.6763771,None,,1,2030,2016,ADA_APSPt_9,dwilkins,2016/08/05 23:18:59+00,ADA,2024/06/27 20:42:58+00,,{00ECD7A0-A496-4668-A1A5-D094BEEAB693},9
-8565409.06564713,4707736.83018654,None,,1,2030,2016,ADA_APSPt_10,kshedrick,2016/08/05 19:19:56+00,ADA,2024/06/27 20:42:58+00,,{6CF77102-2EAF-486C-9E29-86BCC53C6B52},10
-8575458.22411014,4709806.79799417,None,,1,2030,2016,ADA_APSPt_11,hseyedinejad,2016/09/02 22:53:36+00,ADA,2024/06/27 20:42:58+00,,{D0349E46-C073-4958-A7D3-063E51972EC3},11
-8576251.06509117,4707281.68363649,None,,1,2030,2016,ADA_APSPt_12,dwilkins,2016/09/07 08:14:24+00,ADA,2024/06/27 20:42:58+00,,{F3EBAB32-A8BE-4A0A-B482-54AFDD1373FF},12
-8570676.58537525,4704387.34167414,None,,1,2030,2016,ADA_APSPt_13,dwilkins,2016/08/25 20:14:22+00,ADA,2024/06/27 20:42:58+00,,{D5703DCF-A745-4632-AFBE-C9D6FF615BCA},13
-8577050.60597754,4707683.38043517,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_14,cbarreto,2017/02/23 18:15:09+00,ADA,2024/06/27 20:42:58+00,,{593ADB82-F417-4330-83B0-C8F2E5CE5E66},14
-8577521.71252628,4708099.38288345,None,,1,2030,2016,ADA_APSPt_15,pkhouri,2016/09/09 21:37:03+00,ADA,2024/06/27 20:42:58+00,,{D6C9953A-0127-4F8E-901D-5D25F00E9BA6},15
-8566006.65178931,4701827.43731935,None,,1,2030,2016,ADA_APSPt_16,cwright,2016/08/30 19:09:48+00,ADA,2024/06/27 20:42:58+00,,{6FB5D4BB-434E-4A55-9682-95A7D6C0A252},16
-8573575.91202584,4704689.69322886,None,,1,2030,2016,ADA_APSPt_17,,,ADA,2024/06/27 20:42:58+00,,{1E44C00A-0D28-4F14-B43C-91519248943A},17
-8575463.63737437,4709381.58403337,None,,1,2030,2016,ADA_APSPt_18,,,ADA,2024/06/27 20:42:58+00,,{AA6306FE-EFE7-43D1-8D21-B6BE86A2FAEF},18
-8569249.27021367,4705594.43679241,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_19,dwilkins,2016/08/23 21:55:32+00,ADA,2024/06/27 20:42:58+00,,{515B502F-D05D-4AC4-A983-9925D4F4E7DE},19
-8569276.25782746,4707495.78912194,None,,1,2030,2016,ADA_APSPt_20,jmohammad,2016/08/26 15:43:53+00,ADA,2024/06/27 20:42:58+00,,{0E75AC0B-9BBF-47E8-93A0-377C8C64D2A5},20
-8569980.60900878,4706228.36028275,None,,1,2030,2016,ADA_APSPt_21,hseyedinejad,2016/08/19 20:36:25+00,ADA,2024/06/27 20:42:58+00,,{3127DB33-48FB-46BA-B3DC-8791A26FF0B7},21
-8564724.20340826,4705871.06405147,None,,1,2030,2016,ADA_APSPt_22,mkeke,2016/08/05 17:57:42+00,ADA,2024/06/27 20:42:58+00,,{9DDBE8DA-9288-4D9C-9862-6670DAB16C04},22
-8573568.12226194,4704976.26145777,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_23,dwilkins,2016/09/02 23:02:00+00,ADA,2024/06/27 20:42:58+00,,{714977A2-570B-4F9E-8F68-1979012AE679},23
-8574247.24588967,4705563.92709597,None,,1,2030,2016,ADA_APSPt_24,dwilkins,2016/09/01 05:19:12+00,ADA,2024/06/27 20:42:58+00,,{17C5516F-6B3A-429B-B5A9-CCCD81F9F335},24
-8572940.32319482,4708592.60928018,None,,1,2030,2016,ADA_APSPt_25,bblowe,2016/08/17 03:53:18+00,ADA,2024/06/27 20:42:58+00,,{E985FA31-8335-4C3B-B4EC-68EB384663B7},25
-8575467.2402747,4707746.19673407,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_26,dwilkins,2016/09/08 08:40:04+00,ADA,2024/06/27 20:42:58+00,,{A4A2D20E-3E9A-4A68-855A-E097C3014949},26
-8576229.88473151,4707751.06530967,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_27,cwright,2016/09/14 22:28:53+00,ADA,2024/06/27 20:42:58+00,,{684E43E5-C461-4043-8747-AD4ED95C6A3E},27
-8572423.58210764,4703974.46646494,None,,1,2030,2016,ADA_APSPt_28,,,ADA,2024/06/27 20:42:58+00,,{A541CFC3-C540-4576-BC26-0D1C89CA4B92},28
-8571421.03847682,4706991.91165571,None,,1,2030,2016,ADA_APSPt_29,hseyedinejad,2016/08/16 20:16:22+00,ADA,2024/06/27 20:42:58+00,,{F6A76EA4-5DBD-43D3-B227-B05E6DB894EE},29
-8580441.11357701,4714204.76706238,None,,1,2030,2016,ADA_APSPt_30,mquach,2016/07/12 23:08:30+00,ADA,2024/06/27 20:42:58+00,,{95A700BA-1D90-49DD-B505-2BBBC9CB0910},30
-8575188.60104617,4710725.21998438,None,,1,2030,2016,ADA_APSPt_31,hseyedinejad,2016/08/09 22:31:17+00,ADA,2024/06/27 20:42:58+00,,{41A9A4FD-C00A-4222-9826-BCB4A37B8BC3},31
-8571133.3225793,4710280.36062621,None,,1,2030,2016,ADA_APSPt_32,cwright,2016/08/18 23:33:54+00,ADA,2024/06/27 20:42:58+00,,{AC73122B-B306-441E-A990-FC4D08FD691F},32
-8573829.5690155,4709384.15931394,None,,1,2030,2016,ADA_APSPt_33,sbennett,2016/08/31 21:46:55+00,ADA,2024/06/27 20:42:58+00,,{8094E0EB-23C7-4BD5-A250-3C28C9026139},33
-8570334.81595786,4699433.76275234,None,,1,2030,2016,ADA_APSPt_34,jmohammad,2016/08/09 19:18:02+00,ADA,2024/06/27 20:42:58+00,,{4AA6FE3C-3A85-4AC2-9EB0-27AFB945EA21},34
-8574124.31227579,4704271.80214547,None,,2,2030,2016,ADA_APSPt_35,,,ADA,2024/06/27 20:42:58+00,,{0E58B0E6-EAFE-4317-A4FF-C005070F850E},35
-8571632.2831852,4708393.94775148,None,,1,2030,2016,ADA_APSPt_36,jmohammad,2016/08/25 20:58:50+00,ADA,2024/06/27 20:42:58+00,,{070B7841-6C3E-4042-9E3A-F116EBE91045},36
-8574913.86994844,4708941.42633856,None,,5,2030,2016,ADA_APSPt_37,,,ADA,2024/06/27 20:42:58+00,,{17E8D019-5C40-4CF6-8C9A-B576AC22D228},37
-8571670.52360069,4703972.9352562,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_38,,,ADA,2024/06/27 20:42:58+00,,{FF67BF8F-D98B-4D03-90CE-1B814AF203C7},38
-8572948.53311057,4708285.26623338,None,,1,2030,2016,ADA_APSPt_39,bblowe,2016/08/16 21:19:57+00,ADA,2024/06/27 20:42:58+00,,{DD63FA73-4520-4849-8011-2DD7C815A8F0},39
-8566896.89065954,4711775.42172688,None,,1,2030,2016,ADA_APSPt_40,jmohammad,2016/08/18 22:20:55+00,ADA,2024/06/27 20:42:58+00,,{4A5309F1-0ADD-4D78-A7B4-652E8C42A217},40
-8577043.30526999,4707934.15105448,Type C: Compliant version with Vibro-tactile and arrow,,5,2030,2016,ADA_APSPt_41,pkhouri,2016/09/01 22:03:16+00,ADA,2024/06/27 20:42:58+00,,{28A2DC72-0288-49B5-A742-557E5D5C6749},41
-8575176.91332186,4709595.15661632,None,,1,2030,2016,ADA_APSPt_42,sbennett,2016/08/30 19:31:38+00,ADA,2024/06/27 20:42:58+00,,{2CF86938-A6CA-45F4-8198-A38DFC3AF766},42
-8579692.24744236,4712328.73175531,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_43,bblowe,2016/09/07 07:28:17+00,ADA,2024/06/27 20:42:58+00,,{BE1746C4-B0F2-4E8D-974C-9FC18A52CDCD},43
-8567462.81892938,4710716.5050212,None,,1,2030,2016,ADA_APSPt_44,jmohammad,2016/08/16 20:45:49+00,ADA,2024/06/27 20:42:58+00,,{B27F87FA-BB55-4A66-ADF4-35D5AF2A3DB8},44
-8571683.58400168,4709599.30124907,None,,1,2030,2016,ADA_APSPt_45,cwright,2016/08/22 20:44:26+00,ADA,2024/06/27 20:42:58+00,,{BAA94205-3D62-4558-85CC-E9C2B7E59EDA},45
-8570888.19071321,4710361.06278111,None,,1,2030,2016,ADA_APSPt_46,cwright,2016/08/18 22:54:04+00,ADA,2024/06/27 20:42:58+00,,{D6A40BE1-BEDF-4CFC-92B6-642690C0BFB3},46
-8574886.27548425,4709808.45508591,None,,1,2030,2016,ADA_APSPt_47,cbarreto,2016/08/04 19:37:00+00,ADA,2024/06/27 20:42:58+00,,{2E429A71-EDAC-422E-BD18-C9E5FFAAD020},47
-8570605.97805624,4703530.36543496,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_48,,,ADA,2024/06/27 20:42:58+00,,{D433D640-93B0-4673-917F-55B7C2EDCD4B},48
-8573569.743388,4703965.98847681,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_49,,,ADA,2024/06/27 20:42:58+00,,{DA571EEA-F714-4AE6-8F13-D93D65759854},49
-8574025.00627374,4704661.96970638,None,,1,2030,2016,ADA_APSPt_50,,,ADA,2024/06/27 20:42:58+00,,{1786E16C-52D5-4E38-A40D-2A15F5824252},50
-8571657.17237153,4707563.8374874,None,,1,2030,2016,ADA_APSPt_51,bblowe,2016/08/19 04:43:27+00,ADA,2024/06/27 20:42:58+00,,{C2BEEA8D-1D49-48E8-BC9B-63723EACAEB1},51
-8570500.58171881,4706972.85396382,None,,1,2030,2016,ADA_APSPt_52,HSEYEDINEJAD,2016/08/18 18:43:16+00,ADA,2024/06/27 20:42:58+00,,{939E9097-C583-479C-ADB6-7BF0DEF46629},52
-8574542.95431834,4713792.29947783,Type B: 3-inch button (non-compliant),,1,2030,2016,ADA_APSPt_53,,,ADA,2024/06/27 20:42:58+00,,{D2BFAFAD-8B99-456A-BCA7-1825210B47AF},53
-8575970.20999072,4707562.97167114,None,,1,2030,2016,ADA_APSPt_54,cwright,2016/09/14 22:42:02+00,ADA,2024/06/27 20:42:58+00,,{45A1E9FC-CA02-479A-A8ED-241C68D25AD4},54
-8574922.39161007,4711976.58448216,None,,1,2030,2016,ADA_APSPt_55,hseyedinejad,2016/08/09 20:16:26+00,ADA,2024/06/27 20:42:58+00,,{EC8E3771-C736-42F1-883B-B339B69CBF55},55
-8565207.28146183,4707654.22288064,None,,1,2030,2016,ADA_APSPt_56,kshedrick,2016/08/09 16:43:19+00,ADA,2024/06/27 20:42:58+00,,{F6A6E19F-5E79-4272-AAA1-BC0B05EB6CB4},56
-8572636.30800826,4707027.85380716,None,,1,2030,2016,ADA_APSPt_57,hseyedinejad,2016/08/13 00:31:23+00,ADA,2024/06/27 20:42:58+00,,{1583F18A-820B-4986-8239-D32640EB31F5},57
-8563925.52519465,4703910.73161432,None,,1,2030,2016,ADA_APSPt_58,mkeke,2016/08/08 18:02:19+00,ADA,2024/06/27 20:42:58+00,,{F29207BE-07B4-491B-9F1D-FB91FFF53E3B},58
-8572597.87712349,4706794.28325036,None,,1,2030,2016,ADA_APSPt_59,dwilkins,2016/08/26 07:49:17+00,ADA,2024/06/27 20:42:58+00,,{3DD296A3-14BE-4837-8560-C57856A983A6},59
-8574716.75060686,4706678.94981993,None,,1,2030,2016,ADA_APSPt_60,sbennett,2016/09/13 22:54:53+00,ADA,2024/06/27 20:42:58+00,,{2F6E54B7-324C-4D21-A68A-028192D8FF19},60
-8569624.54469416,4707588.43686729,Type A : Old version (non-compliant),,1,2030,2016,ADA_APSPt_61,jmohammad,2016/08/18 15:50:39+00,ADA,2024/06/27 20:42:58+00,,{01D067CC-F414-4003-9ACE-8A0B18E77531},61
-8575636.18776808,4718875.48086297,None,,1,2030,2016,ADA_APSPt_62,,,ADA,2024/06/27 20:42:58+00,,{C4592A98-6981-4803-881D-16A0A9C8CF0C},62
-8573726.67060453,4707731.31058498,None,,1,2030,2016,ADA_APSPt_63,bblowe,2016/08/18 04:58:31+00,ADA,2024/06/27 20:42:58+00,,{BDF52588-8D31-4DE1-BF4C-C1E67DA3490A},63
-8576612.19646245,4706817.73288087,None,,1,2030,2016,ADA_APSPt_64,sbennett,2016/09/12 19:46:51+00,ADA,2024/06/27 20:42:58+00,,{F12BED14-B64B-4223-B52C-996F73A582A9},64
-8566887.78024136,4710207.41869384,None,,1,2030,2016,ADA_APSPt_65,jmohammad,2016/08/16 22:53:36+00,ADA,2024/06/27 20:42:58+00,,{7A95A3D9-E4A3-492B-A9A8-D0D2F954945C},65
-8573840.31210507,4707969.20382719,None,,1,2030,2016,ADA_APSPt_66,bblowe,2016/08/15 20:17:12+00,ADA,2024/06/27 20:42:58+00,,{F8046863-2500-4673-A257-C0F6968648E0},66
-8574019.87329879,4706416.16484314,None,,1,2030,2016,ADA_APSPt_67,dwilkins,2016/09/16 06:57:08+00,ADA,2024/06/27 20:42:58+00,,{5BD26408-FC5A-45F6-90B7-BA82D81CE30B},67
-8576707.33116526,4708381.21941983,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_68,,,ADA,2024/06/27 20:42:58+00,,{F9F6566A-3EC4-467D-9B00-81DFBEF23C80},68
-8569250.00331395,4707603.93060144,None,,1,2030,2016,ADA_APSPt_69,jmohammad,2016/08/26 14:53:56+00,ADA,2024/06/27 20:42:58+00,,{8B320A2A-A4EC-410C-BEEA-DB2F247BF5F0},69
-8569231.3683639,4713888.09641293,Type B: 3-inch button (non-compliant),,1,2030,2016,ADA_APSPt_70,pkhouri,2016/08/20 01:31:42+00,ADA,2024/06/27 20:42:58+00,,{F8D8B01D-3F3C-4CA8-84BA-8048844E2C26},70
-8576615.69371085,4708184.39027509,None,,3,2030,2016,ADA_APSPt_71,,,ADA,2024/06/27 20:42:58+00,,{F762ADB6-C021-40B2-B51C-2E597F65D277},71
-8574759.53427186,4711918.90001119,None,,1,2030,2016,ADA_APSPt_72,hseyedinejad,2016/08/08 22:40:36+00,ADA,2024/06/27 20:42:58+00,,{CE8687F4-1FC8-46E6-87B2-038F9F715C33},72
-8573718.38543302,4707349.53849755,None,,1,2030,2016,ADA_APSPt_73,dwilkins,2016/09/16 08:28:50+00,ADA,2024/06/27 20:42:58+00,,{23BE199E-AA96-45CD-8CD5-1A4CF39B9307},73
-8572440.4421672,4697224.53733143,None,,1,2030,2016,ADA_APSPt_74,jmohammad,2016/08/08 23:19:44+00,ADA,2024/06/27 20:42:58+00,,{9C97BBB1-9F3D-46C1-883E-B4D03F2B599F},74
-8575434.3776208,4708150.63549953,None,,1,2030,2016,ADA_APSPt_75,,,ADA,2024/06/27 20:42:58+00,,{5A849C66-EABD-425C-BFEF-4D6D7C876803},75
-8574877.78829458,4708058.46600119,None,,1,2030,2016,ADA_APSPt_76,bblowe,2016/08/11 20:02:15+00,ADA,2024/06/27 20:42:58+00,,{0FC3D70D-FFAC-4A06-942A-B766282A6B26},76
-8575261.63329059,4711683.66136952,None,,1,2030,2016,ADA_APSPt_77,sbennett,2016/08/09 17:59:55+00,ADA,2024/06/27 20:42:58+00,,{59E6E09D-6D05-4A62-9094-6F506FBC9258},77
-8572968.46282231,4709111.32191852,None,,1,2030,2016,ADA_APSPt_78,bblowe,2016/08/17 04:19:22+00,ADA,2024/06/27 20:42:58+00,,{19697923-FA7F-4114-9FE2-498719C7CF01},78
-8570284.20171699,4705790.65298696,None,,1,2030,2016,ADA_APSPt_79,hseyedinejad,2016/08/18 22:57:32+00,ADA,2024/06/27 20:42:58+00,,{2D568D11-7328-4233-ADB5-1B075E7ED8E4},79
-8578850.37183271,4708923.64548616,None,,1,2030,2016,ADA_APSPt_80,kshedrick,2016/09/02 14:52:11+00,ADA,2024/06/27 20:42:58+00,,{FD58024B-E86C-4EA0-B5B0-EEB7012DA956},80
-8574202.00409462,4711532.8674709,None,,1,2030,2016,ADA_APSPt_81,hseyedinejad,2016/08/08 20:43:05+00,ADA,2024/06/27 20:42:58+00,,{916D60B6-91A2-42D2-BC25-1F46808495CA},81
-8582150.03862947,4713733.26099853,None,,1,2030,2016,ADA_APSPt_82,,,ADA,2024/06/27 20:42:58+00,,{9F8942E5-711F-4496-B4E6-F93EEB05878A},82
-8572849.78323309,4704784.62108382,,,,2030,2016,ADA_APSPt_83,,,ADA,2024/06/27 20:42:58+00,,{525C7ACD-5E7A-417E-B2BF-C2FBAD27903E},83
-8574918.38060291,4710297.44658829,None,,1,2030,2016,ADA_APSPt_84,hseyedinejad,2016/08/09 00:44:38+00,ADA,2024/06/27 20:42:58+00,,{AAA1DA01-36CC-4187-A68F-9FAF10BA8B4F},84
-8574540.15175311,4719366.01312092,None,,1,2030,2016,ADA_APSPt_85,,,ADA,2024/06/27 20:42:58+00,,{380F83AF-37BB-48D5-A24D-12B226E3275B},85
-8572964.92859671,4707409.41616808,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_86,hseyedinejad,2016/08/12 17:32:05+00,ADA,2024/06/27 20:42:58+00,,{0DACE138-A6A6-4425-87D1-CBBFF24E0583},86
-8572594.95109986,4704701.09320963,Type A : Old version (non-compliant),,1,2030,2016,ADA_APSPt_87,,,ADA,2024/06/27 20:42:58+00,,{597A8251-D4E7-4A13-B1B2-DE17CA6AEA21},87
-8571167.56826251,4705198.57929823,None,,1,2030,2016,ADA_APSPt_88,dwilkins,2016/08/17 06:10:05+00,ADA,2024/06/27 20:42:58+00,,{51F4CE92-B196-4749-8346-E83AE5C20E61},88
-8576017.74754605,4707742.90045022,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_89,cbarreto,2016/08/03 21:22:52+00,ADA,2024/06/27 20:42:58+00,,{A83810A8-DEE4-405A-AE4C-46E9B3D525A2},89
-8575214.72640526,4711473.76830512,None,,1,2030,2016,ADA_APSPt_90,hseyedinejad,2016/08/10 00:15:15+00,ADA,2024/06/27 20:42:58+00,,{76CCE179-31F2-4552-BF45-B588D4A05289},90
-8578851.18255322,4708108.41082298,None,,1,2030,2016,ADA_APSPt_91,kshedrick,2016/09/09 03:28:57+00,ADA,2024/06/27 20:42:58+00,,{1DC12904-792E-4EE8-BF37-29AE9237C9F1},91
-8579157.48508591,4708066.97221458,None,,1,2030,2016,ADA_APSPt_92,kshedrick,2016/09/09 02:52:54+00,ADA,2024/06/27 20:42:58+00,,{599FAD46-A988-4290-84CF-97333D859D48},92
-8574059.08043263,4707149.64291576,None,,1,2030,2016,ADA_APSPt_93,dwilkins,2016/09/16 06:31:04+00,ADA,2024/06/27 20:42:58+00,,{D1808053-9FF2-4BEE-AF19-139B1D9B4C50},93
-8573305.72894974,4707127.6578196,None,,1,2030,2016,ADA_APSPt_94,dwilkins,2016/09/16 08:25:02+00,ADA,2024/06/27 20:42:58+00,,{DDB5EB25-54EC-41C7-B924-3ED365DD31A0},94
-8575655.94361832,4709174.84085646,None,,1,2030,2016,ADA_APSPt_95,hseyedinejad,2016/09/01 21:02:35+00,ADA,2024/06/27 20:42:58+00,,{49FAAC45-7158-4902-A3A2-DDDE7CE7DA4F},95
-8570355.3263908,4710407.15701313,None,,1,2030,2016,ADA_APSPt_96,cwright,2016/08/18 20:16:50+00,ADA,2024/06/27 20:42:58+00,,{E37FE0CE-E86B-4AEE-8EE7-EEAAF89C4043},96
-8572943.19682772,4706816.1611824,None,,1,2030,2016,ADA_APSPt_97,dwilkins,2016/08/26 17:42:58+00,ADA,2024/06/27 20:42:58+00,,{4192775A-1C13-4485-93AD-4F7001DD04CA},97
-8569705.05418638,4704671.10472809,None,,1,2030,2016,ADA_APSPt_98,dwilkins,2016/08/17 04:40:27+00,ADA,2024/06/27 20:42:58+00,,{DAF8E804-A01A-4B7E-A217-F4B32397868D},98
-8575468.85728284,4708317.56300105,None,,1,2030,2016,ADA_APSPt_99,,,ADA,2024/06/27 20:42:58+00,,{30382F70-D673-408C-ABA0-5169C4545C2E},99
-8573532.55836093,4703727.21558652,None,,1,2030,2016,ADA_APSPt_100,,,ADA,2024/06/27 20:42:58+00,,{4773AC2B-6F43-4128-B244-D4AC6194D18D},100
-8575649.24318614,4707561.53167658,None,,1,2030,2016,ADA_APSPt_101,cwright,2016/09/14 23:11:11+00,ADA,2024/06/27 20:42:58+00,,{FBB4FC7C-41AA-4228-973B-D4B993A835FD},101
-8572177.87247256,4709694.41824462,None,,1,2030,2016,ADA_APSPt_102,cwright,2016/08/22 21:07:33+00,ADA,2024/06/27 20:42:58+00,,{A11DD454-CE5B-42BF-96DB-6AA30AFCF084},102
-8574449.93844698,4717357.34709605,None,,1,2030,2016,ADA_APSPt_103,mkeke,2016/08/16 15:26:49+00,ADA,2024/06/27 20:42:58+00,,{0C6D3C9F-DCCD-499D-AAAC-82F355C90968},103
-8575320.68543804,4707187.08125614,None,,1,2030,2016,ADA_APSPt_104,dwilkins,2016/09/13 09:31:43+00,ADA,2024/06/27 20:42:58+00,,{9FC2010E-31BA-45FB-9B43-3FB273D60D80},104
-8577578.49506294,4707244.01096621,None,,1,2030,2016,ADA_APSPt_105,sbennett,2016/09/13 16:43:41+00,ADA,2024/06/27 20:42:58+00,,{F454368B-B538-4753-886C-4348EE73AF7B},105
-8574473.9510308,4706577.90526798,None,,1,2030,2016,ADA_APSPt_106,dwilkins,2016/09/15 09:10:56+00,ADA,2024/06/27 20:42:58+00,,{FA7AA6A6-D556-47CE-8902-727B3003DF55},106
-8580141.61942269,4716928.29894941,None,,1,2030,2016,ADA_APSPt_107,byohannes,2016/08/03 18:19:59+00,ADA,2024/06/27 20:42:58+00,,{73E38129-D6BC-4BA1-8AAA-540101705282},107
-8572587.02101054,4709153.10978504,None,,1,2030,2016,ADA_APSPt_108,cwright,2016/08/22 16:49:53+00,ADA,2024/06/27 20:42:58+00,,{7B3EF5E8-70E1-491F-87CF-F79A57C37BA8},108
-8571591.73972811,4715969.50994739,Type A : Old version (non-compliant),,1,2030,2016,ADA_APSPt_109,mkeke,2016/08/11 18:14:37+00,ADA,2024/06/27 20:42:58+00,,{97B2336E-AC23-4A4B-93DF-07D229969480},109
-8581670.93790714,4715373.41874705,None,,1,2030,2016,ADA_APSPt_110,mquach,2016/07/14 00:53:35+00,ADA,2024/06/27 20:42:58+00,,{6671AE9B-73B4-4C41-921D-BCE66F96C04A},110
-8575686.43632204,4707561.67896159,None,,1,2030,2016,ADA_APSPt_111,cwright,2016/09/14 23:11:29+00,ADA,2024/06/27 20:42:58+00,,{1FFC494B-0803-4023-884A-D5051920FBF1},111
-8564570.12562218,4704920.40835335,None,,1,2030,2016,ADA_APSPt_112,mkeke,2016/08/05 19:08:30+00,ADA,2024/06/27 20:42:58+00,,{5F8C514F-9B33-49A1-9F7C-3D6345A67EEC},112
-8572273.32999869,4717148.36022474,None,,1,2030,2016,ADA_APSPt_113,mkeke,2016/08/11 22:04:32+00,ADA,2024/06/27 20:42:58+00,,{62B6A687-B52D-4273-931C-7408EE4C6B8E},113
-8571835.84784161,4706609.40768071,None,,1,2030,2016,ADA_APSPt_114,hseyedinejad,2016/08/15 22:58:08+00,ADA,2024/06/27 20:42:58+00,,{0EA446A6-4C0B-47BE-8B6B-CD8E1D09BE1D},114
-8570741.75143429,4702019.74832817,None,,1,2030,2016,ADA_APSPt_115,hseyedinejad,2016/08/29 23:14:45+00,ADA,2024/06/27 20:42:58+00,,{23E35601-FBEC-42B5-864C-D58A3F2A3982},115
-8567371.87069023,4704202.95341871,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_116,,,ADA,2024/06/27 20:42:58+00,,{7A8E5604-195D-48B3-A3EF-28599350C89C},116
-8578433.5313765,4713203.08208859,None,,1,2030,2016,ADA_APSPt_117,bblowe,2016/08/25 07:24:53+00,ADA,2024/06/27 20:42:58+00,,{5D47D711-A64E-4036-A9AD-27D702565201},117
-8572641.75953056,4704011.88148434,None,,1,2030,2016,ADA_APSPt_118,,,ADA,2024/06/27 20:42:58+00,,{E7E7AC3C-90CB-4C8A-9207-4127D418BFF8},118
-8573691.23683193,4707910.06455119,None,,1,2030,2016,ADA_APSPt_119,bblowe,2016/08/18 05:01:57+00,ADA,2024/06/27 20:42:58+00,,{31948401-1346-4C0C-AABA-72DB87B394E0},119
-8575465.03184938,4709169.44778135,None,,1,2030,2016,ADA_APSPt_120,,,ADA,2024/06/27 20:42:58+00,,{C9B696B4-2143-4342-8F45-A8C44D2EA65D},120
-8575651.6030715,4706211.31316888,Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_121,sbennett,2016/09/08 19:30:43+00,ADA,2024/06/27 20:42:58+00,,{1825454C-863D-40FD-ACDC-AA2F43E3DB06},121
-8575143.62702223,4708964.15644322,None,,1,2030,2016,ADA_APSPt_122,,,ADA,2024/06/27 20:42:58+00,,{F3F2BE04-FB08-45F2-AF03-8327143ECC80},122
-8573107.63426752,4707374.09942762,None,,1,2030,2016,ADA_APSPt_123,hseyedinejad,2016/08/12 00:24:58+00,ADA,2024/06/27 20:42:58+00,,{F1BAFB58-4E0D-45F3-8BB6-06ED96429905},123
-8571514.54469665,4708321.66286953,None,,1,2030,2016,ADA_APSPt_124,jmohammad,2016/08/25 21:55:08+00,ADA,2024/06/27 20:42:58+00,,{E9200AD8-28C6-40F6-801C-19EF07FFF90D},124
-8575262.18476507,4713187.97658921,None,,1,2030,2016,ADA_APSPt_125,sbennett,2016/08/05 16:57:16+00,ADA,2024/06/27 20:42:58+00,,{21588219-F932-4DF8-8591-C4158B1075EE},125
